Local,Type of property,Subtype of property,Price,Type of sale,Number of rooms,Area,Fully equipped kitchen,Furnished,Open fire,Terrace,Garden,Surface of the land,Surface of plot of land,Numbers of facades,Swimming pool,State of building
Grace-Hollogne,House,None,"€187,500",None,3,130m²squaremeters,Yes,Yes,No,No,No,130m²squaremeters,120m²squaremeters,2,No,Good
Flémalle-Haute,House,None,"€188,500",None,4,152m²squaremeters,Yes,Yes,No,No,No,152m²squaremeters,201m²squaremeters,2,No,Good
Brakel,House,None,"€188,500",None,3,400m²squaremeters,No,Yes,No,No,No,400m²squaremeters,465m²squaremeters,3,No,None
Bredene,House,None,"€189,000",None,3,145m²squaremeters,Yes,Yes,No,Yes,No,145m²squaremeters,145m²squaremeters,None,No,Good
Oudenaarde,House,None,"€189,000",None,3,200m²squaremeters,Yes,Yes,No,Yes,No,200m²squaremeters,392m²squaremeters,None,No,Torenovate
Grivegnée,House,None,"€195,000",None,2,123m²squaremeters,Yes,Yes,No,No,No,123m²squaremeters,105m²squaremeters,2,No,Good
|,House,None,"€195,000",None,4,160m²squaremeters,Yes,Yes,No,Yes,No,160m²squaremeters,152m²squaremeters,3,No,Tobedoneup
Grand-Manil,House,None,"€195,000",None,3,93m²squaremeters,Yes,Yes,No,No,No,93m²squaremeters,1207m²squaremeters,4,No,Torenovate
|,House,None,"€195,000",None,2,115m²squaremeters,Yes,Yes,No,No,No,115m²squaremeters,312m²squaremeters,2,No,Good
Deerlijk,House,None,"€195,000",None,3,None,No,Yes,No,No,No,None,476m²squaremeters,2,No,Good
Hannut,House,None,Make,None,2,87m²squaremeters,Yes,Yes,No,No,No,87m²squaremeters,333m²squaremeters,2,No,Good
GrÃce-Hollogne,House,None,"€199,000",None,3,150m²squaremeters,Yes,Yes,No,No,No,150m²squaremeters,380m²squaremeters,2,No,Good
Sougné-Remouchamps,House,None,Reserve,None,3,None,Yes,No,No,Yes,No,None,893m²squaremeters,4,No,Asnew
|,Chalet,None,Make,None,4,65m²squaremeters,Yes,Yes,No,No,No,65m²squaremeters,736m²squaremeters,4,No,Good
|,House,None,"€199,000",None,2,161m²squaremeters,Yes,Yes,No,No,No,161m²squaremeters,1380m²squaremeters,4,No,Tobedoneup
|,House,None,"€199,000",None,3,160m²squaremeters,Yes,Yes,No,No,No,160m²squaremeters,1020m²squaremeters,3,No,Good
Haaltert,House,None,"€199,000",None,4,172m²squaremeters,Yes,No,No,Yes,No,172m²squaremeters,424m²squaremeters,2,No,Torenovate
Angleur,House,None,Reserve,None,3,155m²squaremeters,No,No,No,Yes,Yes,155m²squaremeters,521m²squaremeters,3,No,Tobedoneup
|,House,None,"€200,000",None,3,217m²squaremeters,Yes,Yes,No,No,No,217m²squaremeters,1839m²squaremeters,3,No,Justrenovated
|,House,None,"€200,000",None,2,110m²squaremeters,Yes,Yes,No,Yes,No,110m²squaremeters,45m²squaremeters,2,No,Good
Spa,Mansion,None,"€207,500",None,4,155m²squaremeters,Yes,Yes,No,No,No,155m²squaremeters,230m²squaremeters,3,No,Tobedoneup
|,House,None,"€209,000",None,3,150m²squaremeters,Yes,Yes,No,Yes,No,150m²squaremeters,325m²squaremeters,3,No,Good
Liege,Apartment,None,"€209,500",None,5,150m²squaremeters,Yes,Yes,No,No,No,150m²squaremeters,75m²squaremeters,2,No,Good
Seraing,House,None,"€209,500",None,4,180m²squaremeters,Yes,Yes,No,No,No,180m²squaremeters,280m²squaremeters,2,Yes,Good
|,House,None,Make,None,3,140m²squaremeters,Yes,Yes,No,No,No,140m²squaremeters,None,2,No,Justrenovated
|,Apartment,None,"€210,000",None,2,140m²squaremeters,Yes,Yes,No,Yes,No,140m²squaremeters,54m²squaremeters,2,No,Justrenovated
|,House,None,"€210,000",None,2,140m²squaremeters,Yes,Yes,No,Yes,No,140m²squaremeters,54m²squaremeters,2,No,Justrenovated
Ninove,House,None,Make,None,2,214m²squaremeters,Yes,Yes,No,No,No,214m²squaremeters,124m²squaremeters,2,No,Torenovate
|,House,None,"€213,000",None,3,119m²squaremeters,Yes,Yes,No,No,No,119m²squaremeters,180m²squaremeters,None,No,Justrenovated
Yves-Gomezée,House,None,Make,None,3,262m²squaremeters,Yes,No,No,Yes,No,262m²squaremeters,3629m²squaremeters,4,No,Tobedoneup
Geraardsbergen,House,None,"€219,000",None,3,235m²squaremeters,No,Yes,No,No,No,235m²squaremeters,88m²squaremeters,2,No,Good
Gilly,House,None,"€220,000",None,3,140m²squaremeters,Yes,Yes,No,No,No,140m²squaremeters,296m²squaremeters,2,Yes,Asnew
Blaton,House,None,Make,None,3,209m²squaremeters,No,No,No,No,No,209m²squaremeters,360m²squaremeters,2,No,Good
Blaton,Mixed-use,None,Make,None,3,209m²squaremeters,No,No,No,No,No,209m²squaremeters,360m²squaremeters,2,No,Good
KONINGSHOOIKT,House,None,"€225,000",None,3,180m²squaremeters,Yes,Yes,No,No,No,180m²squaremeters,620m²squaremeters,3,No,Torenovate
|,House,None,Make,None,6,290m²squaremeters,Yes,Yes,No,No,No,290m²squaremeters,160m²squaremeters,2,No,Justrenovated
|,House,None,"€229,000",None,3,98m²squaremeters,Yes,Yes,No,No,Yes,98m²squaremeters,162m²squaremeters,3,No,Good
Aartrijke,House,None,"€229,000",None,3,None,Yes,Yes,No,No,No,None,998m²squaremeters,4,No,Tobedoneup
Flemalle,House,None,"€229,500",None,3,150m²squaremeters,Yes,Yes,No,No,No,150m²squaremeters,580m²squaremeters,3,No,Good
Cerfontaine,Villa,None,"€230,000",None,4,140m²squaremeters,Yes,Yes,No,No,No,140m²squaremeters,769m²squaremeters,4,No,None
|,Apartment,None,"€230,000",None,6,275m²squaremeters,Yes,Yes,No,No,No,275m²squaremeters,300m²squaremeters,2,No,Torenovate
|,House,None,"€230,000",None,6,275m²squaremeters,Yes,Yes,No,No,No,275m²squaremeters,300m²squaremeters,2,No,Torenovate
Thulin,House,None,Make,None,3,157m²squaremeters,Yes,No,No,Yes,No,157m²squaremeters,225m²squaremeters,3,No,Asnew
|,House,None,"€235,000",None,3,276m²squaremeters,Yes,Yes,No,Yes,No,276m²squaremeters,940m²squaremeters,2,No,Good
Awans,House,None,"€239,000",None,4,250m²squaremeters,Yes,Yes,No,No,No,250m²squaremeters,444m²squaremeters,3,No,Good
Onhaye,House,None,"€239,000",None,2,115m²squaremeters,Yes,Yes,No,No,No,115m²squaremeters,1000m²squaremeters,None,No,Good
Houdeng-Goegnies,Villa,None,Make,None,3,130m²squaremeters,Yes,Yes,No,Yes,No,130m²squaremeters,698m²squaremeters,4,Yes,Tobedoneup
Aalst,House,None,"€239,000",None,2,108m²squaremeters,Yes,No,No,Yes,No,108m²squaremeters,150m²squaremeters,2,No,Good
Erpe-Mere,House,None,"€239,000",None,3,140m²squaremeters,Yes,No,No,No,No,140m²squaremeters,560m²squaremeters,2,No,Good
Engis,House,None,"€240,000",None,3,288m²squaremeters,Yes,Yes,No,No,No,288m²squaremeters,304m²squaremeters,2,Yes,Asnew
|,House,None,"€240,000",None,4,210m²squaremeters,Yes,Yes,No,Yes,No,210m²squaremeters,1070m²squaremeters,2,No,Torenovate
Péronneslez-Binche,House,None,Make,None,3,225m²squaremeters,Yes,Yes,No,No,No,225m²squaremeters,190m²squaremeters,2,Yes,Asnew
Oostende,House,None,"€249,000",None,3,None,Yes,Yes,No,Yes,No,None,None,2,No,Tobedoneup
Chaudfontaine,Villa,None,Reserve,None,4,230m²squaremeters,Yes,No,No,Yes,No,230m²squaremeters,1199m²squaremeters,4,No,Tobedoneup
|,House,None,"€250,000",None,7,536m²squaremeters,Yes,Yes,No,No,No,536m²squaremeters,1740m²squaremeters,4,No,None
|,House,None,Make,None,2,125m²squaremeters,No,No,No,Yes,No,125m²squaremeters,920m²squaremeters,4,No,Tobedoneup
Sirault,House,None,"€250,000",None,2,140m²squaremeters,Yes,No,No,No,No,140m²squaremeters,1128m²squaremeters,4,No,Good
Outer,House,None,"€253,800",None,3,250m²squaremeters,Yes,Yes,No,No,No,250m²squaremeters,146m²squaremeters,2,Yes,Asnew
Seraing,House,None,"€254,500",None,3,200m²squaremeters,Yes,Yes,No,No,No,200m²squaremeters,460m²squaremeters,3,No,Good
|,House,None,Make,None,3,110m²squaremeters,Yes,No,No,No,No,110m²squaremeters,None,2,No,Tobedoneup
Vresse-sur-Semois,House,None,"€255,000",None,2,135m²squaremeters,No,No,No,No,No,135m²squaremeters,110m²squaremeters,3,No,None
Averbode,House,None,"€259,000",None,5,222m²squaremeters,Yes,Yes,No,No,No,222m²squaremeters,1312m²squaremeters,4,No,Good
|,House,None,"€259,000",None,3,132m²squaremeters,Yes,Yes,No,No,No,132m²squaremeters,1017m²squaremeters,4,No,Good
|,House,None,"€260,000",None,2,80m²squaremeters,Yes,Yes,No,No,No,80m²squaremeters,None,3,No,None
Flawinne,House,None,Make,None,4,190m²squaremeters,Yes,No,No,No,No,190m²squaremeters,968m²squaremeters,4,No,Tobedoneup
Flawinne,House,None,Make,None,4,190m²squaremeters,Yes,No,No,No,No,190m²squaremeters,968m²squaremeters,4,No,Tobedoneup
Gembloux,House,None,"€260,000",None,3,122m²squaremeters,Yes,Yes,No,No,No,122m²squaremeters,236m²squaremeters,4,Yes,Tobedoneup
Waanrode,House,None,"€262,110",None,3,172m²squaremeters,Yes,No,No,No,No,172m²squaremeters,367m²squaremeters,None,No,None
|,House,None,Make,None,2,168m²squaremeters,Yes,Yes,No,No,No,168m²squaremeters,940m²squaremeters,4,No,Justrenovated
Dendermonde,House,None,"€265,000",None,2,210m²squaremeters,Yes,Yes,No,No,No,210m²squaremeters,254m²squaremeters,2,Yes,Good
Aywaille,House,None,"€269,000",None,4,235m²squaremeters,Yes,Yes,No,No,No,235m²squaremeters,560m²squaremeters,3,No,Good
Waillet,House,None,"€269,000",None,2,90m²squaremeters,Yes,Yes,No,No,No,90m²squaremeters,938m²squaremeters,4,No,Good
Kortrijk,House,None,"€269,000",None,3,None,No,Yes,No,No,No,None,192m²squaremeters,2,Yes,Good
Deurne,House,None,"€269,900",None,2,114m²squaremeters,Yes,Yes,No,No,No,114m²squaremeters,94m²squaremeters,2,No,Good
Morlanwelz,House,None,"€270,000",None,3,198m²squaremeters,Yes,Yes,No,No,No,198m²squaremeters,200m²squaremeters,2,Yes,Justrenovated
Beveren-aan-den-IJzer,House,None,"€274,000",None,3,147m²squaremeters,Yes,Yes,No,Yes,Yes,147m²squaremeters,374m²squaremeters,None,No,Asnew
Jette,House,None,"€275,000",None,3,125m²squaremeters,Yes,Yes,No,No,No,125m²squaremeters,156m²squaremeters,4,No,Good
Bocholt,Exceptional,None,"€275,000",None,4,311m²squaremeters,Yes,No,No,No,No,311m²squaremeters,530m²squaremeters,3,No,Good
Bullange,House,None,"€275,000",None,3,120m²squaremeters,No,No,No,No,No,120m²squaremeters,866m²squaremeters,4,No,Tobedoneup
Jambes,House,None,"€275,000",None,2,135m²squaremeters,Yes,Yes,No,No,Yes,135m²squaremeters,123m²squaremeters,3,Yes,Asnew
Éghezée,House,None,"€275,000",None,3,190m²squaremeters,Yes,Yes,No,No,No,190m²squaremeters,258m²squaremeters,2,No,None
Ninove,House,None,"€275,000",None,2,140m²squaremeters,Yes,Yes,No,No,No,140m²squaremeters,194m²squaremeters,2,No,Good
Ninove,House,None,"€275,000",None,5,174m²squaremeters,Yes,Yes,No,No,No,174m²squaremeters,280m²squaremeters,2,No,Good
Lauwe,House,None,"€277,000",None,4,150m²squaremeters,Yes,Yes,No,Yes,Yes,150m²squaremeters,212m²squaremeters,None,No,Asnew
Aywaille,Villa,None,"€277,500",None,3,133m²squaremeters,Yes,Yes,No,No,No,133m²squaremeters,1100m²squaremeters,4,No,Asnew
Ruisbroek,House,None,"€279,000",None,3,123m²squaremeters,No,Yes,No,No,No,123m²squaremeters,448m²squaremeters,2,No,None
Liedekerke,Town-house,None,"€279,000",None,3,216m²squaremeters,No,Yes,No,No,No,216m²squaremeters,221m²squaremeters,2,No,Tobedoneup
Ambly,House,None,"€279,000",None,4,230m²squaremeters,Yes,Yes,No,No,No,230m²squaremeters,977m²squaremeters,3,No,Asnew
Beveren-aan-den-IJzer,House,None,"€279,000",None,3,209m²squaremeters,Yes,Yes,No,Yes,Yes,209m²squaremeters,280m²squaremeters,None,No,Asnew
Ninove,House,None,"€279,000",None,6,277m²squaremeters,Yes,Yes,No,No,No,277m²squaremeters,400m²squaremeters,2,No,Tobedoneup
Oudenaarde,House,None,"€279,000",None,4,240m²squaremeters,No,Yes,No,Yes,Yes,240m²squaremeters,570m²squaremeters,4,No,None
Oudenaarde,Mixed-use,None,"€279,000",None,4,240m²squaremeters,No,Yes,No,Yes,Yes,240m²squaremeters,570m²squaremeters,4,No,None
Halle,House,None,"€285,000",None,2,173m²squaremeters,No,Yes,No,No,No,173m²squaremeters,100m²squaremeters,2,No,None
|,House,None,"€285,000",None,4,181m²squaremeters,Yes,Yes,No,No,No,181m²squaremeters,381m²squaremeters,2,No,Asnew
Oudenaarde,House,None,"€285,000",None,3,205m²squaremeters,No,Yes,No,Yes,Yes,205m²squaremeters,340m²squaremeters,2,No,Asnew
CRISNÉE,House,None,"€287,000",None,3,130m²squaremeters,Yes,Yes,No,Yes,Yes,130m²squaremeters,None,None,No,None
Izegem,House,None,"€287,000",None,3,135m²squaremeters,Yes,Yes,No,No,No,135m²squaremeters,249m²squaremeters,None,No,Asnew
Halle,House,None,"€289,000",None,4,153m²squaremeters,No,Yes,No,No,No,153m²squaremeters,570m²squaremeters,3,No,None
Wegnez,House,None,"€289,000",None,3,177m²squaremeters,Yes,Yes,No,No,No,177m²squaremeters,390m²squaremeters,3,No,Asnew
Liernu,House,None,"€290,000",None,3,120m²squaremeters,Yes,Yes,No,No,No,120m²squaremeters,1164m²squaremeters,3,No,Good
Arlon,Apartment,None,"€290,000",None,None,192m²squaremeters,Yes,Yes,No,No,No,192m²squaremeters,130m²squaremeters,2,No,Torenovate
Arlon,Mixed-use,None,"€290,000",None,None,192m²squaremeters,Yes,Yes,No,No,No,192m²squaremeters,130m²squaremeters,2,No,Torenovate
Groot-Bijgaarden,House,None,"€295,000",None,3,135m²squaremeters,No,No,No,Yes,No,135m²squaremeters,255m²squaremeters,3,No,Torenovate
Tienen,Mansion,None,"€295,000",None,6,270m²squaremeters,Yes,Yes,No,No,No,270m²squaremeters,200m²squaremeters,2,No,Torenovate
Liege,Mansion,None,"€295,000",None,4,160m²squaremeters,Yes,Yes,No,No,No,160m²squaremeters,43m²squaremeters,2,No,Good
Amay,House,None,"€295,000",None,4,225m²squaremeters,Yes,Yes,No,No,No,225m²squaremeters,565m²squaremeters,3,No,Asnew
Verviers,Mixed-use,None,"€295,000",None,4,165m²squaremeters,Yes,Yes,No,No,No,165m²squaremeters,505m²squaremeters,2,Yes,Good
Jemelle,House,None,"€295,000",None,4,175m²squaremeters,Yes,Yes,No,No,No,175m²squaremeters,639m²squaremeters,4,No,Asnew
|,House,None,"€295,000",None,3,250m²squaremeters,Yes,Yes,No,Yes,Yes,250m²squaremeters,653m²squaremeters,4,No,Tobedoneup
Anzegem,House,None,"€295,000",None,3,89m²squaremeters,No,Yes,No,Yes,Yes,89m²squaremeters,403m²squaremeters,4,No,Justrenovated
Grimbergen,House,None,"€299,000",None,1,140m²squaremeters,Yes,Yes,No,No,No,140m²squaremeters,60m²squaremeters,2,No,Asnew
Zwijndrecht,House,None,"€299,000",None,4,130m²squaremeters,Yes,Yes,No,No,No,130m²squaremeters,110m²squaremeters,2,No,Justrenovated
Liege,Mansion,None,"€299,000",None,6,295m²squaremeters,Yes,Yes,No,No,No,295m²squaremeters,133m²squaremeters,2,No,Good
Wellin,Mixed-use,None,"€299,000",None,4,330m²squaremeters,Yes,Yes,No,No,No,330m²squaremeters,200m²squaremeters,2,Yes,Justrenovated
PETIT-HAN,House,None,"€299,000",None,3,200m²squaremeters,No,Yes,No,No,No,200m²squaremeters,839m²squaremeters,None,No,None
PETIT-HAN,House,None,"€299,000",None,3,200m²squaremeters,No,Yes,No,No,No,200m²squaremeters,839m²squaremeters,None,No,None
|,Mixed-use,None,"€299,000",None,5,595m²squaremeters,Yes,Yes,No,No,No,595m²squaremeters,1300m²squaremeters,3,No,Tobedoneup
|,House,None,"€299,000",None,5,595m²squaremeters,Yes,Yes,No,No,No,595m²squaremeters,1300m²squaremeters,3,No,Tobedoneup
Kortrijk,House,None,"€299,000",None,3,100m²squaremeters,Yes,Yes,No,No,No,100m²squaremeters,160m²squaremeters,None,No,Asnew
Waasmunster,Mansion,None,"€299,000",None,5,300m²squaremeters,Yes,Yes,No,No,No,300m²squaremeters,163m²squaremeters,3,No,Torenovate
Overboelare,House,None,"€299,000",None,3,130m²squaremeters,Yes,Yes,No,Yes,No,130m²squaremeters,86m²squaremeters,2,No,Asnew
|,House,None,"€300,000",None,4,250m²squaremeters,Yes,Yes,No,No,No,250m²squaremeters,788m²squaremeters,4,No,Torenovate
Bierbeek,House,None,"€300,000",None,2,144m²squaremeters,Yes,Yes,No,No,No,144m²squaremeters,286m²squaremeters,2,No,Tobedoneup
|,House,None,"€300,000",None,3,160m²squaremeters,Yes,Yes,No,No,No,160m²squaremeters,694m²squaremeters,4,No,Good
Halle,House,None,"€307,000",None,2,159m²squaremeters,No,Yes,No,No,No,159m²squaremeters,60m²squaremeters,2,No,None
Lede,House,None,"€309,000",None,3,170m²squaremeters,Yes,No,No,No,No,170m²squaremeters,278m²squaremeters,3,No,Asnew
|,House,None,"€310,000",None,3,122m²squaremeters,Yes,Yes,No,No,No,122m²squaremeters,400m²squaremeters,4,No,Good
Bastogne,House,None,Reserve,None,3,350m²squaremeters,Yes,No,No,Yes,No,350m²squaremeters,1148m²squaremeters,4,No,None
Gembloux,Pavilion,None,"€315,000",None,2,119m²squaremeters,Yes,No,No,No,Yes,119m²squaremeters,1094m²squaremeters,4,No,Asnew
Oostende,House,None,"€319,000",None,3,127m²squaremeters,Yes,Yes,No,Yes,No,127m²squaremeters,222m²squaremeters,None,No,Asnew
Waasmunster,House,None,"€319,000",None,3,137m²squaremeters,Yes,Yes,No,No,No,137m²squaremeters,218m²squaremeters,2,Yes,Asnew
Ans,House,None,"€320,000",None,6,None,Yes,Yes,No,No,No,None,245m²squaremeters,2,Yes,Asnew
|,House,None,"€320,000",None,5,382m²squaremeters,Yes,Yes,No,Yes,No,382m²squaremeters,1550m²squaremeters,4,No,Good
Herdersem,House,None,"€320,000",None,4,247m²squaremeters,Yes,Yes,No,No,No,247m²squaremeters,240m²squaremeters,2,No,Tobedoneup
Lembeek,House,None,"€325,000",None,3,204m²squaremeters,No,Yes,No,No,No,204m²squaremeters,179m²squaremeters,2,No,None
Awans,House,None,"€325,000",None,5,222m²squaremeters,Yes,Yes,No,Yes,No,222m²squaremeters,704m²squaremeters,3,No,Good
Flawinne,House,None,"€325,000",None,6,230m²squaremeters,Yes,Yes,No,No,No,230m²squaremeters,1950m²squaremeters,3,No,Good
|,Mansion,None,"€325,000",None,4,490m²squaremeters,Yes,Yes,No,No,No,490m²squaremeters,3400m²squaremeters,3,No,Tobedoneup
Denderleeuw,House,None,"€329,000",None,2,161m²squaremeters,Yes,Yes,No,No,No,161m²squaremeters,97m²squaremeters,2,Yes,Asnew
Deurne,House,None,"€329,900",None,3,130m²squaremeters,Yes,Yes,No,No,No,130m²squaremeters,114m²squaremeters,2,No,Asnew
|,House,None,"€330,000",None,2,190m²squaremeters,Yes,Yes,No,Yes,No,190m²squaremeters,638m²squaremeters,3,No,Good
Liège,Mansion,None,"€330,000",None,4,250m²squaremeters,Yes,Yes,No,No,No,250m²squaremeters,127m²squaremeters,2,No,Justrenovated
Graty,House,None,"€330,000",None,4,282m²squaremeters,No,Yes,No,No,No,282m²squaremeters,2530m²squaremeters,4,No,None
Saint-Nicolas,Mixed-use,None,"€337,000",None,4,None,No,Yes,No,No,No,None,None,2,No,Tobedoneup
Aalst,House,None,"€340,000",None,3,157m²squaremeters,Yes,No,No,No,No,157m²squaremeters,316m²squaremeters,2,No,Asnew
Mechelen,House,None,"€345,000",None,4,None,Yes,Yes,No,No,No,None,None,2,No,Good
Sint-Amandsberg,House,None,"€348,000",None,3,125m²squaremeters,Yes,Yes,No,No,No,125m²squaremeters,100m²squaremeters,2,No,Justrenovated
Asse,House,None,"€349,000",None,4,292m²squaremeters,No,No,No,Yes,No,292m²squaremeters,285m²squaremeters,4,No,Torenovate
Hulshout,House,None,"€349,000",None,4,207m²squaremeters,Yes,Yes,No,No,No,207m²squaremeters,615m²squaremeters,3,No,Good
Pepinster,Mixed-use,None,"€349,000",None,4,174m²squaremeters,Yes,Yes,No,No,No,174m²squaremeters,435m²squaremeters,2,Yes,Good
Bellevaux-Ligneuville,Villa,None,"€349,000",None,4,305m²squaremeters,No,No,No,No,No,305m²squaremeters,2397m²squaremeters,4,No,Tobedoneup
Izegem,House,None,"€349,000",None,3,133m²squaremeters,Yes,No,No,Yes,No,133m²squaremeters,226m²squaremeters,2,No,Asnew
Langemark,House,None,"€349,000",None,6,255m²squaremeters,Yes,Yes,No,Yes,No,255m²squaremeters,221m²squaremeters,None,No,Asnew
|,House,None,Make,None,6,300m²squaremeters,Yes,Yes,No,No,Yes,300m²squaremeters,280m²squaremeters,2,No,Torenovate
OOIGEM,House,None,"€350,000",None,3,180m²squaremeters,Yes,Yes,No,Yes,Yes,180m²squaremeters,550m²squaremeters,None,No,None
Halle,House,None,"€354,000",None,4,176m²squaremeters,Yes,Yes,No,No,No,176m²squaremeters,370m²squaremeters,2,Yes,Justrenovated
|,House,None,"€360,000",None,3,200m²squaremeters,Yes,Yes,No,No,No,200m²squaremeters,1000m²squaremeters,4,No,Asnew
Ninove,House,None,"€360,000",None,4,185m²squaremeters,Yes,Yes,No,Yes,No,185m²squaremeters,269m²squaremeters,4,Yes,Asnew
Denderleeuw,House,None,"€361,000",None,3,159m²squaremeters,Yes,Yes,No,Yes,Yes,159m²squaremeters,157m²squaremeters,2,No,Asnew
Liedekerke,House,None,"€365,000",None,3,190m²squaremeters,Yes,Yes,No,Yes,No,190m²squaremeters,2242m²squaremeters,3,No,Tobedoneup
Hoegaarden,Exceptional,None,"€365,000",None,4,226m²squaremeters,Yes,Yes,No,No,No,226m²squaremeters,415m²squaremeters,2,No,Justrenovated
Bastogne,House,None,"€369,000",None,4,260m²squaremeters,Yes,Yes,No,No,No,260m²squaremeters,None,3,No,Good
Anderlecht,House,None,"€375,000",None,4,120m²squaremeters,Yes,Yes,No,No,Yes,120m²squaremeters,165m²squaremeters,2,Yes,Tobedoneup
Bovesse,Villa,None,"€375,000",None,4,190m²squaremeters,Yes,Yes,No,No,Yes,190m²squaremeters,1000m²squaremeters,4,Yes,Asnew
Wibrin,House,None,"€377,000",None,6,292m²squaremeters,Yes,Yes,No,Yes,No,292m²squaremeters,1014m²squaremeters,4,No,Good
